source	pattern	triage	record_id	field	token	context
1565 Sahagún Escolios	letter_brackets	source_label	1565-sahagun-escolios:000021	Traducción	[tlatlaueliloc]	[cosa traviesa] ídem [tlatlaueliloc]
1565 Sahagún Escolios	letter_brackets	source_label	1565-sahagun-escolios:000036	Traducción	[tlailiuizuia]	[ser arrojado o precipitado] ídem [tlailiuizuia]
1565 Sahagún Escolios	letter_brackets	source_label	1565-sahagun-escolios:000062	Traducción	[tlailiuizuia]	[ser arrojado o precipitado] ídem [tlailiuizuia]
1565 Sahagún Escolios	letter_brackets	source_label	1565-sahagun-escolios:000115	Traducción	[cocopichcholoa]	[inhábil o rudo] ídem [cocopichcholoa]
1565 Sahagún Escolios	letter_brackets	source_label	1565-sahagun-escolios:000247	Traducción	[yollochico]	[cosa loca ] ídem [yollochico] / loco
1645 Carochi	letter_brackets	semantic_gloss	1645-carochi:000107	Traducción	[hacerlo]	[hacerlo] agradecer
1645 Carochi	letter_brackets	semantic_gloss	1645-carochi:000164	Traducción	[nombre]	nombre / llamarse [nombre]
1645 Carochi	letter_brackets	semantic_gloss	1645-carochi:000257	Traducción	[afectuosa]	dar una palmadita [afectuosa]
1645 Carochi	letter_brackets	semantic_gloss	1645-carochi:000553	Traducción	[resonar]	[resonar] el río que va con gran ímpetu
1645 Carochi	letter_brackets	semantic_gloss	1645-carochi:000591	Traducción	[sonar]	[sonar] mucho ruido de vasijas
17?? Bnf_362bis	hat_vowels	source_orthography	17-bnf-362bis:000023	Traducción	â	ambién toman esta terminación, cuando se juntan con los semipronombres posesivos los nombres derivativos en huâ, ê, ô, y los adjetivos en c
17?? Bnf_362bis	hat_vowels	source_orthography	17-bnf-362bis:000023	Traducción	ê	ién toman esta terminación, cuando se juntan con los semipronombres posesivos los nombres derivativos en huâ, ê, ô, y los adjetivos en c
17?? Bnf_362bis	hat_vowels	source_orthography	17-bnf-362bis:000023	Traducción	ô	toman esta terminación, cuando se juntan con los semipronombres posesivos los nombres derivativos en huâ, ê, ô, y los adjetivos en c
17?? Bnf_362bis	hat_vowels	source_orthography	17-bnf-362bis:000026	Traducción	â	frecuentemente, a menudo. (se pronuncian atzâ. atzan. por la cacofonía)
17?? Bnf_362bis	hat_vowels	source_orthography	17-bnf-362bis:000027	Traducción	â	frecuentemente, a menudo. (se pronuncian atzâ. atzan. por la cacofonía)
1547 Olmos_V ?	letter_brackets	semantic_gloss	1547-olmos-v:000126	Traducción	[la]	antojarse algo [la] preñada
1547 Olmos_V ?	letter_brackets	semantic_gloss	1547-olmos-v:000259	Traducción	[tener]	hacer [tener] frío
1547 Olmos_V ?	letter_brackets	semantic_gloss	1547-olmos-v:000352	Traducción	[a]	consolar [a] alguno
1547 Olmos_V ?	letter_brackets	semantic_gloss	1547-olmos-v:000572	Traducción	[encruelecerse]	ídem [encruelecerse] y enojarse
1547 Olmos_V ?	letter_brackets	semantic_gloss	1547-olmos-v:000722	Traducción	[mi]	[mi] prima hermana menor
2021 Wimmer	cedilla	source_quote	2021-wimmer:000145	Comentario (es)	ç	os huesos débiles, los cuerpos torcidos y demacrado. A causa de la sequía Launey II 160; 10 = Sah6, 35; tlatençaquava
2021 Wimmer	cedilla	source_quote	2021-wimmer:000768	Comentario (es)	ç	otas de espuma Sah2, 89 motlahtlalia in pozonallotl , la espuma se acumula, la espuma se esparce Sah11, 68; poçonallotl iuhquin oncan motlahtlalia iuhquin ihiztaya iuhquin cehcelia in iyolloh , como si su corazón luego se
2021 Wimmer	cedilla	source_quote	2021-wimmer:001211	Comentario (es)	ç	r al fuego un pequeño bocado de lo que se iba a comer (Sah.) Descripción del ritual. Prim. Mem.. 254v. (tlatlaçaliztlj) Sah2, 195; tlatlaçaliztli. nombre de la acción en tlaza. TLATLAZALIZTLI Prim. Mem..
2021 Wimmer	cedilla	source_quote	2021-wimmer:001211	Comentario (es)	ç	o de lo que se iba a comer (Sah.) Descripción del ritual. Prim. Mem.. 254v. (tlatlaçaliztlj) Sah2, 195; tlatlaçaliztli. nombre de la acción en tlaza. TLATLAZALIZTLI Prim. Mem..
2021 Wimmer	cedilla	source_quote	2021-wimmer:001583	Comentario (es)	ç	tlahtohticah. estar hablando, cantando. mochipa çacatitech in motlalia tlahtohticah , ella siempre se coloca en la hierba, está cantando. Se dice de un insecto
1780 ? Bnf_361	letter_brackets	semantic_gloss	1780-bnf-361:006616	Traducción	[sierra]	caída de pared, o de caída [sierra]
1780 ? Bnf_361	letter_brackets	semantic_gloss	1780-bnf-361:007077	Traducción	[grande]	breña o mata [grande]
1780 ? Bnf_361	letter_brackets	semantic_gloss	1780-bnf-361:007265	Traducción	[de]	canasto grande [de] cañas
1780 ? Bnf_361	letter_brackets	semantic_gloss	1780-bnf-361:007408	Traducción	[batir]	v.t. tla-., [batir] huebos, o mazamorra, betún. etc.
1780 ? Bnf_361	letter_brackets	semantic_gloss	1780-bnf-361:010954	Traducción	[acá]	[acá] aquí
1780 ? Bnf_361	cedilla	source_quote	1780-bnf-361:006403	Comentario	ç	M1 donne cenca muey tlamaniçoa : erreur de tipographie où m et u ont été confondus, et le copiste copie l'erreur
1780 ? Bnf_361	cedilla	source_quote	1780-bnf-361:006824	Comentario	ç	Quinchpepechzouhqui Cf. Molina 1 Reportero el que lo tiende. quachpepechtecac. qch pepechçouhqui que lo entiende => que lo tiende (M).
1780 ? Bnf_361	cedilla	source_quote	1780-bnf-361:007358	Comentario	ç	Molina : quauhtitech nite, mamaçoaltia
1780 ? Bnf_361	cedilla	source_quote	1780-bnf-361:009301	Comentario	ç	Emplumecer niniuiyotia. niuiyoquiça.
1780 ? Bnf_361	cedilla	source_quote	1780-bnf-361:009545	Comentario	ç	(1 nictetlaçocamaca ynneuhcayotl incochcayotl)
1645 Carochi	hat_vowels	source_orthography	1645-carochi:000050	Comentario	â	bernador que está aquí en pie (reverencial) (3.15.2) = está comiendo el Gobernador (reverencial, comp. cua y câ) (4.2.2) = Date prisa, para que alcances al Gobernador (reverencial) (3.15.3) = y después que hubo algún tant
1645 Carochi	hat_vowels	source_orthography	1645-carochi:000098	Comentario	ê	PARARSE SUCIO = sucio ; pl. : catzāhuaquê (3.7.1)
1645 Carochi	hat_vowels	source_orthography	1645-carochi:000100	Comentario	ê	SUCIO sucio ; pl. : catzāhuaquê (3.7.1) el que es hombre de bien no permite que se le llegue la suciedad del pecado (4.3.3) palabras sucias (
1645 Carochi	hat_vowels	source_orthography	1645-carochi:000182	Comentario	ê	PARARSE GORDO = engordó (2.4.1) = pararse gordo (2.4.1) ENGORDAR = gordo ; pl. : tomāhuaquê (3.7.1)
1645 Carochi	hat_vowels	source_orthography	1645-carochi:000183	Comentario	ê	GORDO = gordo ; pl. : tomāhuaquê (3.7.1) = gordos (1.2.3) = la artillería, al disparar, suena como si fuera un trueno (lit.- la artillería en
17?? Bnf_362	letter_brackets	semantic_gloss	17-bnf-362:000091	Traducción	[mi]	tío hermano de padre, o madre [mi]
17?? Bnf_362	letter_brackets	semantic_gloss	17-bnf-362:000160	Traducción	[mi]	tío hermano de padre, o madre [mi]
17?? Bnf_362	letter_brackets	semantic_gloss	17-bnf-362:000168	Traducción	[cocer]	lo que ya lo está [cocer]
17?? Bnf_362	letter_brackets	semantic_gloss	17-bnf-362:000191	Traducción	[trasquilar]	carpintero; el que lo hace [trasquilar]
17?? Bnf_362	letter_brackets	semantic_gloss	17-bnf-362:000578	Traducción	[tzontecon]	cabeza o calavera [tzontecon]
153? Trilingüe	known_spanish_residue	source_quote	153-trilingue:000309	Comentario	quarta	tlatlatviltiani. Alba vela de la mañana. > Alba vela de la mañana. 11v vigilia quarta. > vigilia quarta. Cuarta vigilia (vela del alba).
153? Trilingüe	known_spanish_residue	source_quote	153-trilingue:000309	Comentario	quarta	tlatlatviltiani. Alba vela de la mañana. > Alba vela de la mañana. 11v vigilia quarta. > vigilia quarta. Cuarta vigilia (vela del alba).
153? Trilingüe	known_spanish_residue	source_quote	153-trilingue:001181	Comentario	valde	cêcamiec. Muy mucho adverbio. > Muy mucho adverbio. 118r nimis. valde. admodû. > nimis; valde; admodum. Muy; mucho; en gran manera.
153? Trilingüe	known_spanish_residue	source_quote	153-trilingue:001181	Comentario	valde	cêcamiec. Muy mucho adverbio. > Muy mucho adverbio. 118r nimis. valde. admodû. > nimis; valde; admodum. Muy; mucho; en gran manera.
153? Trilingüe	known_spanish_residue	source_quote	153-trilingue:006098	Comentario	valde	mieccá. Mucho adverbio. > Mucho adverbio. 117v multû. nimis. valde. > multum; nimis; valde. Mucho; muy.
V94 Diccionario Global SNP	letter_brackets	semantic_gloss	v94-diccionario-global-snp:000297	Traducción	[es]	vt. tener éxito, lograr satisfacción (p.e. en la vida, lit. encontrar lo que [es] verdaderamente bueno)
V94 Diccionario Global SNP	letter_brackets	semantic_gloss	v94-diccionario-global-snp:000500	Traducción	[es]	inocente (lit. quien no está haciendo lo que [es] malo)
V94 Diccionario Global SNP	letter_brackets	semantic_gloss	v94-diccionario-global-snp:000539	Traducción	[está]	soltero (lit. quien [está] él solo)
V94 Diccionario Global SNP	letter_brackets	semantic_gloss	v94-diccionario-global-snp:000540	Traducción	[es]	culpable (lit. de quien [es] la culpa)
V94 Diccionario Global SNP	letter_brackets	semantic_gloss	v94-diccionario-global-snp:000566	Traducción	[es]	bienintencionado (lt. quien le de esa lo que [es] bueno)
2021 Wimmer	hat_vowels	source_orthography	2021-wimmer:000030	Comentario (es)	ê	tlatemiliztli : Acción de completar una cosa. Lleno cosa llena M. nombre de la acción en têmi.
2021 Wimmer	hat_vowels	source_orthography	2021-wimmer:000035	Comentario (es)	ê	tlatemmacho , impers. en têmmati. Todo el mundo está preocupado. cencah nemauhtiloya, tlatemmachoya, netemmachohua , teníamos mucho miedo
2021 Wimmer	hat_vowels	source_orthography	2021-wimmer:000053	Comentario (es)	â	alahtli Sah11, 38 inic motocayotia amanacocheh, iztac ihhuiyo nenecoc icanahuacan quimotlalilih , se le llama âmanacocheh (el que lleva orejeras de papel) por las plumas blancas que lleva a cada lado en las sienes. Se dic
2021 Wimmer	hat_vowels	source_orthography	2021-wimmer:000053	Comentario (es)	â	va orejeras de papel) por las plumas blancas que lleva a cada lado en las sienes. Se dice del torniquetecito, âmanacocheh Sah11, 35 in icanahuacan quitecozauhhuiah in icalpixcahuan moteuczoma , los mayordomos de Moctezuma
2021 Wimmer	hat_vowels	source_orthography	2021-wimmer:000061	Comentario (es)	â	canahuacanamacac : Comerciante de linos y lienzos. nâmaca-c, pft. de namaca. canahua-c, pft. de canahuac.
1759 Paredes	letter_brackets	semantic_gloss	1759-paredes:000448	Traducción	[sola]	una [sola] gota
1759 Paredes	letter_brackets	semantic_gloss	1759-paredes:000832	Traducción	[merecimiento]	merecer [merecimiento]
1759 Paredes	letter_brackets	semantic_gloss	1759-paredes:000834	Traducción	[pasivo]	decirles [pasivo]
1759 Paredes	letter_brackets	semantic_gloss	1759-paredes:001041	Traducción	[merecimiento]	merecer [merecimiento]
1759 Paredes	letter_brackets	semantic_gloss	1759-paredes:001248	Comentario	[tonaloyan]	LUGAR DE GLORIA ca in oncan in necencuiltonoloyan [tonaloyan], netlamachtiloyan (lugar de gloria) (Plática 2. del ultimo fin del hombre., 14)
2021 Wimmer	known_spanish_residue	source_quote	2021-wimmer:003724	Comentario (es)	quarta	paoaztli, et tonalaxochiatl vocant. Hern. I 41; 070; de tonalxihuitl tertia. Hern. I 41; 070; de tonalxihuitl quarta. Hern. I 41; 070; de tonalxihuitl quinta. sobre xihuitl y tonal-li.
2021 Wimmer	known_spanish_residue	source_quote	2021-wimmer:004182	Comentario (es)	frios	cehcecuiliztli : Shiver. Los frios (z). Calosfria, tiene escalofrío (z). Chills, shhivers; k. nombre de la acción en cehcecui.
2021 Wimmer	known_spanish_residue	source_quote	2021-wimmer:004258	Comentario (es)	rezio	los demás S. Entonar alos que cantan. p: onitetozcatlapaltali M. cantar a plena voz S. Echar la voz, o cantar rezio y alto. pre: oninotozcatlapaltali M.
2021 Wimmer	known_spanish_residue	source_quote	2021-wimmer:005898	Comentario (es)	rezio	r con estrépito y llevarse todo, se dice de torrentes de inundaciones de agua etc.- Ruydo hacer el río que va rezio y lleva las peñas con las avenidas de grandes aguaceros (M I 105v.)
2021 Wimmer	known_spanish_residue	source_quote	2021-wimmer:006076	Comentario (es)	frios	cehuetzilizpan , locativo en cehuetziliz-tli. Por clima helado, en clima helado. En tiempo de frios y hielos Carochi Arte 88R R. Andrews, introd. 426 En invierno, en la época de frío y hielo K.
2021 Wimmer	letter_brackets	semantic_gloss	2021-wimmer:004871	Comentario (es)	[cruzadas]	reduplicación. de tziuhtli. El cual está adornado con plumas del pájaro momoto. Adornado con plumas de momoto [cruzadas]. En la descripción del bastón de huixtohcihuatl Sah2, 92; del trozo de tela llamado ayauhquemitl; Sah2, 84 =
2021 Wimmer	letter_brackets	semantic_gloss	2021-wimmer:006145	Comentario (es)	[mosaico]	xiuhtzotzopaceh : Que tiene una vara de tejer en mosaico de turquesa. Portaba un palo de tejer [mosaico] de turquesa. Se dice de LA ENCARNACIÓN DE CIHUACÓATL ( Sah1, 11 (xiuhtzotzopace)) sustantivo posesivo sobre *
2021 Wimmer	letter_brackets	semantic_gloss	2021-wimmer:017311	Comentario (es)	[maguey]	huitztlapanaliztli : Acción de romper, de arrancar espinas de maguey. Romper las espinas de [maguey]; Sah6, 215 en *tlapanaliztli, morf. incorp. huiz-tli.
2021 Wimmer	letter_brackets	semantic_gloss	2021-wimmer:017875	Comentario (es)	[acanalada]	EL PADRE (Sahagún'. Journal of the Society of Americanists 1908, 183) Vestía una chaqueta de hueso de algodón [acanalada]. Describe a quetzalcóatl ( Sah1, 9 (icpaomjcicujle)) omicicuilli e icpatl.
2021 Wimmer	letter_brackets	semantic_gloss	2021-wimmer:018223	Comentario (es)	[águila]	neh , n.posesivo en ihhuicuatzon-tli. Que tiene un tocado de plumas de (águila). Tenía un tocado de plumas de [águila]. Describe a cihuacóatl ( Sah1, 11 (yujquatzone)) icuauhtzon , su corona de plumas de águila - 'su corona de p
1692 Guerra	letter_brackets	semantic_gloss	1692-guerra:000094	Traducción	[catarro]	el romadizo [catarro]
1692 Guerra	letter_brackets	semantic_gloss	1692-guerra:000129	Traducción	[acido]	cosa aseda [acido]
1580 Sahagún/Máynez	letter_brackets	semantic_gloss	1580-sahagun-maynez:000609	Traducción	[guiso]	[guiso] caliente de chile amarillo
1580 Sahagún/Máynez	letter_brackets	semantic_gloss	1580-sahagun-maynez:002110	Traducción	[pasado]	atole [pasado] espolvoreado de chiltecpin
1780 Clavijero	known_spanish_residue	source_quote	1780-clavijero:000365	Comentario	valde	Cenca : Adverbio que significa intensión equivalente a nuestro muy, o al valde de los latinos.
1992 Karttunen	cedilla	source_quote	1992-karttunen:004462	Comentario	ç	1992 Karttunen original: TLĀCAZOLYŌTL gluttony / glotonía o gula (M for tlacaçollotl)
1992 Karttunen	cedilla	source_quote	1992-karttunen:005977	Comentario	ç	inal: XIUHZĀLŌLIZ-TLI the art of mosaic work, sticking together green stones / cibrir con mosaicos (S for xiuhçalolmana)
1992 Karttunen	cedilla	source_quote	1992-karttunen:006340	Comentario	ç	n (often indicating identity of time or place) / identidad de lugar o tiempo (C), el mismo o los mismo (M for çannoye)
1992 Karttunen	cedilla	source_quote	1992-karttunen:006347	Comentario	ç	1992 Karttunen original: ZĀZAHUATIC someone hoarse / estar ronco o zumbar, o follar las fuelles (M for çaçauaca), ronco (Z)
1992 Karttunen	cedilla	source_quote	1992-karttunen:006347	Comentario	ç	1992 Karttunen original: ZĀZAHUATIC someone hoarse / estar ronco o zumbar, o follar las fuelles (M for çaçauaca), ronco (Z)
2021 Wimmer	letter_brackets	source_quote	2021-wimmer:006350	Comentario (es)	[n]	a, nicxochimaca , ofrezco flores, le ofrezco flores - Le ofrezco flores a uno, le ofrezco flores Sah11, 214 co[n]xochimacac , le regaló flores Sah12, 44; coxochimacac moxochimacazqueh, moxochitizqueh, xochimacozqueh , se le
2021 Wimmer	letter_brackets	source_quote	2021-wimmer:010292	Comentario (es)	[m]	ahcualnemiliztli : Mala vida. tiqui[m]mononochilia inic quicahuazqueh in imahcualnemiliz , Tú les avisas para que abandonen su mala vida - Tú les av
2021 Wimmer	letter_brackets	source_quote	2021-wimmer:020860	Comentario (es)	[m]	tlacuahqueh niman ye ic quimmacah in octli , cuando han comido, inmediatamente les sirven pulque Sah2, 153 qui[m]macah in octli, quintlahuantiah , les dan pulque, les dan de beber Sah2, 153 qujmaca mochi quitemaca in ixquic
2021 Wimmer	letter_brackets	source_quote	2021-wimmer:026923	Comentario (es)	[m]	queda apurarnos que vamos a avisar al señor, al soberano Moctezuma. Regreso de los mensajeros Sah12, 17 tiqui[m]mononochilia inic quicahuazqueh in imahcualnemiliz , Tú les adviertes que dejen su mala vida Sah1, 60; tiqujmo
1992 Karttunen	hat_vowels	source_orthography	1992-karttunen:002526	Comentario	ê	1992 Karttunen original: MAN(I) irregular verb; prêt: MANCA for something flat to cover a surface, as water in a shallow pan, etc. / estar cosas llanas (C)
1992 Karttunen	hat_vowels	source_orthography	1992-karttunen:002597	Comentario	ê	1992 Karttunen original: MAUHCĀMIQU(I) prêt: -MIC to get scared, to take fright; to faint urinate from fear / mearse o amortecerse de temor (M), se espa
1992 Karttunen	hat_vowels	source_orthography	1992-karttunen:002919	Traducción	ê	nombre que se da a Dios, y significa aquel en quien están todas las cosas; se usa ordinariamente con el Tloquê, que expresa casi lo mismo
1992 Karttunen	hat_vowels	source_orthography	1992-karttunen:002919	Comentario	ê	nombre que se da a Dios, y significa aquel en quien están todas las cosas; se usa ordinariamente con el Tloquê, que expresa casi lo mismo (R)
1780 ? Bnf_361	hat_vowels	source_orthography	1780-bnf-361:005483	Comentario	ê	Molina: cêmecatl (tilde sur le e) (Mol.: cemmecatl)
1780 ? Bnf_361	hat_vowels	source_orthography	1780-bnf-361:007774	Comentario	ô	raturé et corrigé : De arte que, ô de manera que (voir plus haut Anca)
1547 Olmos_G	cedilla	source_quote	1547-olmos-g:000280	Comentario	ç	§ocoçauix, Molina; Paredes Sim.
